City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
manchester,7.21,5.1,Clouds,broken clouds,65,1029,3.09
manila,26.46,26.46,Clouds,few clouds,78,1011,2.57
marseille,13.08,11.62,Clear,clear sky,45,1015,4.12
medellin,22.01,22.17,Clouds,scattered clouds,73,1015,5.66
melbourne,13.95,13.33,Clouds,overcast clouds,74,1023,1.54
miami,24.13,23.96,Clouds,scattered clouds,52,1019,8.75
milano,14.52,13.59,Clear,clear sky,60,1016,2.57
monterrey,21.51,20.19,Clouds,broken clouds,18,1022,3.21
montreal,3.51,-0.84,Clouds,overcast clouds,71,1015,5.66
mumbai,28.0,30.03,Smoke,smoke,65,1012,1.54
munich,3.02,1.31,Clouds,overcast clouds,68,1027,1.79
nagoya,5.54,3.02,Clear,clear sky,64,1015,3.2
naha,13.82,12.56,Clear,clear sky,50,1020,5.66
nairobi,22.96,22.7,Rain,light rain,53,1014,4.12
napoli,13.09,12.18,Clouds,few clouds,66,1017,2.06
nashville,8.97,7.94,Clear,clear sky,48,1025,2.06
new_york,12.46,11.95,Clouds,overcast clouds,84,1008,6.69
osaka,2.08,-1.46,Clouds,scattered clouds,77,1016,3.6
ottawa,-1.73,-7.46,Clouds,broken clouds,59,1017,5.66
paris,11.09,9.4,Clear,clear sky,44,1023,7.2
philadelphia,14.39,13.63,Clouds,overcast clouds,67,1010,6.69
phoenix,21.64,20.75,Clouds,broken clouds,34,1015,2.06
prague,1.92,-2.59,Clear,clear sky,39,1030,5.14
quebec_city,4.21,1.14,Clouds,overcast clouds,85,1012,3.6
rio_de_janeiro,25.77,26.6,Rain,light rain,84,1015,2.57
riyadh,24.92,24.04,Clouds,few clouds,22,1015,4.23
rome,13.39,12.46,Clouds,broken clouds,64,1017,0.51
san_diego,14.39,14.03,Clouds,broken clouds,82,1019,2.57
san_francisco,12.24,11.71,Clouds,broken clouds,84,1017,7.2
san_jose,12.36,11.74,Clouds,scattered clouds,80,1018,3.09
san_juan,28.71,31.14,Clouds,few clouds,64,1015,5.14
santiago,29.97,29.05,Clear,clear sky,34,1015,3.09
santo_domingo,29.29,32.41,Clouds,scattered clouds,65,1015,3.09
sao_paulo,25.49,25.82,Clouds,broken clouds,66,1016,4.12
sapporo,-4.85,-8.3,Snow,light snow,72,1011,2.14
seattle,6.18,3.54,Clouds,overcast clouds,86,1014,3.6
sendai,2.61,-1.5,Clouds,few clouds,60,1012,4.72
seoul,0.76,-3.75,Snow,snow,100,1012,4.63
shanghai,8.88,7.17,Clear,clear sky,43,1022,3.0
sydney,15.7,15.1,Clouds,overcast clouds,68,1023,3.09
taipei,13.36,12.55,Rain,moderate rain,69,1023,4.63
tel_aviv,23.05,22.53,Clear,clear sky,43,1012,2.57
tokyo,6.5,1.91,Rain,light rain,46,1012,8.75
toronto,1.95,-2.27,Clear,clear sky,56,1020,4.63
vancouver,6.41,5.76,Clouds,few clouds,88,1013,1.34
vienna,2.36,-3.16,Clouds,few clouds,55,1028,7.72
warsaw,1.54,-2.78,Clear,clear sky,36,1027,4.63
washington_dc,12.92,11.6,Clouds,scattered clouds,51,1013,10.29
winnipeg,-2.74,-9.53,Clouds,broken clouds,65,1012,7.2
zurich,6.41,2.62,Clouds,few clouds,59,1023,6.17
