City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
fukuoka,1.86,-1.34,Clouds,few clouds,93,1025,3.09
glasgow,11.64,9.93,Clouds,few clouds,41,1020,1.03
guadalajara,23.88,22.82,Clouds,scattered clouds,19,1016,1.54
guangzhou,15.92,14.4,Clouds,few clouds,32,1025,2.1
guatemala_city,21.96,21.78,Clouds,few clouds,60,1014,2.06
hamburg,13.4,11.45,Clear,clear sky,25,1025,3.6
honolulu,22.57,23.05,Clouds,broken clouds,83,1019,4.63
houston,24.71,24.33,Haze,haze,42,1014,5.66
istanbul,4.94,0.75,Clouds,few clouds,42,1030,6.17
jakarta,27.07,29.42,Clouds,few clouds,75,1013,2.57
johannesburg,15.89,15.81,Rain,light rain,87,1020,1.77
kingston,31.56,33.14,Clear,clear sky,48,1015,1.94
kuala_lumpur,27.86,31.46,Clouds,few clouds,78,1015,1.54
kyiv,6.3,4.04,Clouds,overcast clouds,78,1027,3.04
kyoto,0.61,-1.42,Clear,clear sky,90,1024,1.75
lagos,30.17,34.96,Rain,light rain,68,1009,5.48
lima,23.21,23.39,Clear,clear sky,69,1013,5.14
liverpool,13.3,11.94,Clear,clear sky,48,1019,1.03
london,16.21,15.24,Clouds,overcast clouds,52,1020,3.6
los_angeles,17.3,16.1,Clear,clear sky,39,1025,2.57
lyon,13.52,12.23,Clear,clear sky,50,1025,6.69
madrid,16.07,15.19,Clouds,scattered clouds,56,1013,5.66
manchester,13.39,12.01,Clouds,broken clouds,47,1020,1.54
manila,26.65,26.65,Clouds,overcast clouds,79,1015,0.89
marseille,13.08,11.88,Clear,clear sky,55,1027,4.63
medellin,23.87,24.14,Clouds,scattered clouds,70,1012,2.57
melbourne,20.01,19.45,Clouds,few clouds,53,1011,5.41
miami,25.75,25.95,Clouds,few clouds,60,1019,4.12
milano,12.09,10.71,Clear,clear sky,52,1030,0.45
monterrey,24.4,24.12,Clear,clear sky,47,1019,8.49
montreal,10.81,9.3,Clouds,scattered clouds,52,1013,4.12
mumbai,28.0,29.13,Smoke,smoke,57,1014,1.54
munich,9.93,9.2,Clear,clear sky,58,1026,1.89
nagoya,5.54,3.2,Clear,clear sky,53,1022,2.94
naha,14.95,14.02,Clouds,broken clouds,58,1026,5.66
nairobi,19.04,19.09,Rain,light rain,80,1015,4.31
napoli,11.89,10.49,Clear,clear sky,52,1030,2.68
nashville,19.72,19.29,Clouds,broken clouds,59,1010,8.75
new_york,14.31,12.68,Clouds,few clouds,34,1019,2.68
osaka,1.03,1.03,Clear,clear sky,54,1023,1.1
ottawa,9.33,8.6,Clouds,overcast clouds,55,1011,1.79
paris,17.67,16.54,Clear,clear sky,40,1022,4.12
philadelphia,19.45,18.26,Clouds,broken clouds,31,1018,2.06
phoenix,16.83,15.01,Clear,clear sky,17,1026,6.69
prague,10.23,8.22,Clear,clear sky,35,1028,3.13
quebec_city,2.31,-3.49,Clouds,broken clouds,70,1018,8.49
rio_de_janeiro,27.91,31.02,Clouds,broken clouds,74,1013,5.14
riyadh,29.92,28.09,Clouds,few clouds,16,1013,4.04
rome,12.55,11.48,Clear,clear sky,62,1030,3.09
san_diego,18.3,17.47,Clouds,few clouds,49,1025,4.63
san_francisco,10.36,9.54,Clouds,few clouds,80,1028,3.6
san_jose,11.74,10.69,Clouds,broken clouds,66,1027,2.06
san_juan,27.8,29.48,Clouds,scattered clouds,63,1015,5.66
santiago,25.76,25.33,Clear,clear sky,36,1012,7.2
santo_domingo,29.39,28.73,Clear,clear sky,37,1014,1.34
sao_paulo,24.5,24.76,Clouds,broken clouds,67,1015,4.63
sapporo,-3.18,-7.21,Clouds,broken clouds,71,1014,2.89
seattle,9.01,7.53,Clouds,overcast clouds,66,1019,2.68
sendai,1.1,-2.39,Clear,clear sky,65,1018,3.26
seoul,1.76,-0.48,Haze,haze,75,1023,2.06
shanghai,6.88,4.76,Clear,clear sky,61,1028,3.0
sydney,20.75,20.92,Rain,moderate rain,78,1019,0.45
taipei,12.56,11.67,Clouds,few clouds,69,1027,5.14
tel_aviv,18.19,17.76,Rain,light rain,65,1015,5.14
tokyo,4.78,3.92,Clouds,broken clouds,57,1018,1.34
toronto,14.58,13.32,Clouds,overcast clouds,47,1008,1.79
vancouver,7.48,3.65,Clouds,overcast clouds,73,1019,7.15
vienna,8.98,6.26,Clear,clear sky,41,1029,5.14
warsaw,7.67,5.08,Clear,clear sky,36,1028,4.12
washington_dc,22.04,20.98,Clouds,broken clouds,26,1016,4.63
winnipeg,-3.65,-3.65,Clouds,overcast clouds,56,1022,1.03
zurich,15.17,13.5,Clear,clear sky,29,1025,1.03
