City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
glasgow,6.09,2.21,Clouds,overcast clouds,76,1028,6.17
guadalajara,17.88,16.9,Clear,clear sky,45,1017,0.0
guangzhou,18.92,18.96,Clouds,overcast clouds,80,1014,2.57
guatemala_city,17.43,17.76,Clouds,few clouds,97,1015,3.09
hamburg,6.45,2.48,Clear,clear sky,70,1021,6.69
honolulu,24.27,24.82,Mist,mist,79,1022,8.23
houston,25.27,26.07,Mist,mist,85,1008,8.23
istanbul,7.46,6.18,Clouds,broken clouds,93,1011,2.06
jakarta,28.7,32.96,Clouds,broken clouds,75,1008,3.32
johannesburg,13.86,13.86,Rain,light rain,98,1018,0.51
kingston,23.78,24.25,Clear,clear sky,78,1017,2.1
kuala_lumpur,29.79,35.48,Thunderstorm,thunderstorm,74,1008,3.6
kyiv,13.86,12.66,Clouds,overcast clouds,52,1001,3.15
kyoto,16.73,15.27,Clouds,overcast clouds,31,1017,1.34
lagos,28.12,33.95,Rain,light rain,89,1012,1.54
lima,20.21,20.45,Clouds,scattered clouds,83,1013,6.17
liverpool,6.32,3.16,Clear,clear sky,77,1023,4.63
london,7.46,4.58,Clear,clear sky,80,1020,4.63
los_angeles,14.27,13.16,Clear,clear sky,54,1021,1.79
lyon,14.12,13.34,Clear,clear sky,67,1014,0.51
madrid,8.36,5.93,Clouds,overcast clouds,94,1015,4.12
manchester,7.69,4.44,Clear,clear sky,75,1024,5.66
manila,31.71,38.23,Clouds,broken clouds,66,1009,3.6
marseille,14.75,13.77,Clear,clear sky,57,1013,2.06
medellin,17.71,18.12,Clouds,broken clouds,99,1016,5.81
melbourne,17.33,16.48,Clouds,few clouds,52,1018,5.66
miami,24.97,25.74,Clouds,scattered clouds,85,1021,6.69
milano,14.98,14.52,Clear,clear sky,76,1013,1.54
monterrey,24.77,25.42,Clear,clear sky,81,1005,0.84
montreal,2.68,-1.64,Clouds,overcast clouds,63,1029,5.14
mumbai,34.03,35.48,Smoke,smoke,40,1010,4.63
munich,10.91,9.91,Clouds,few clouds,71,1014,0.45
nagoya,16.65,15.75,Clouds,overcast clouds,53,1019,0.89
naha,20.56,20.47,Rain,light rain,69,1016,2.57
nairobi,19.96,20.02,Rain,light rain,77,1015,3.09
napoli,16.11,15.11,Clouds,few clouds,51,1014,2.06
nashville,24.6,24.81,Clouds,broken clouds,65,1016,7.2
new_york,14.03,12.64,Clouds,overcast clouds,44,1026,5.66
osaka,17.55,16.33,Clear,clear sky,37,1017,3.09
ottawa,3.75,0.58,Clouds,broken clouds,65,1027,3.6
paris,14.07,13.02,Clear,clear sky,57,1014,2.57
philadelphia,14.74,13.6,Clouds,overcast clouds,51,1025,4.12
phoenix,14.91,13.53,Clear,clear sky,41,1016,0.89
prague,10.91,9.88,Clear,clear sky,70,1014,4.63
quebec_city,-0.93,-4.2,Clouds,few clouds,75,1030,2.57
rio_de_janeiro,22.8,23.59,Mist,mist,94,1017,2.57
riyadh,33.92,31.39,Clouds,overcast clouds,8,1011,4.48
rome,14.52,13.67,Clouds,few clouds,63,1014,2.06
san_diego,12.22,11.59,Clear,clear sky,80,1021,2.06
san_francisco,11.49,10.86,Clouds,scattered clouds,83,1024,5.66
san_jose,10.67,9.62,Clouds,overcast clouds,70,1024,0.45
san_juan,22.54,23.3,Rain,moderate rain,94,1019,6.43
santiago,18.71,18.18,Clouds,scattered clouds,59,1013,0.06
santo_domingo,21.81,22.5,Rain,light rain,94,1020,3.27
sao_paulo,16.49,16.68,Clouds,overcast clouds,95,1023,8.05
sapporo,11.85,10.79,Clear,clear sky,65,1017,1.55
seattle,8.96,8.96,Clear,clear sky,77,1026,0.89
sendai,9.64,6.73,Clouds,few clouds,66,1020,6.17
seoul,7.76,5.46,Mist,mist,100,1009,3.6
shanghai,23.95,23.31,Clear,clear sky,35,1013,7.0
sydney,20.42,20.21,Clouds,few clouds,65,1017,7.72
taipei,17.59,17.73,Rain,moderate rain,89,1014,1.54
tel_aviv,20.19,19.67,Clouds,scattered clouds,54,1014,2.57
tokyo,15.17,14.15,Clouds,broken clouds,54,1019,5.66
toronto,5.6,0.44,Clouds,overcast clouds,67,1022,9.77
vancouver,8.92,7.74,Clouds,scattered clouds,73,1026,2.24
vienna,14.36,13.29,Clouds,few clouds,55,1011,4.02
warsaw,5.53,0.79,Clouds,scattered clouds,58,1011,8.23
washington_dc,15.59,15.22,Clouds,overcast clouds,77,1023,0.89
winnipeg,-5.31,-10.9,Clear,clear sky,83,1027,4.12
zurich,12.12,11.06,Clear,clear sky,64,1015,1.34
