City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
naha,21.96,22.64,Clouds,overcast clouds,93,1014,5.66
nairobi,20.5,19.81,Clouds,overcast clouds,46,1015,4.81
napoli,12.17,11.19,Clear,clear sky,67,1022,4.63
nashville,6.0,4.47,Clear,clear sky,26,1025,2.06
new_york,0.38,-6.11,Clear,clear sky,28,1019,8.75
osaka,11.14,10.48,Clouds,overcast clouds,83,1010,4.68
ottawa,-12.1,-16.96,Clouds,overcast clouds,56,1021,2.24
paris,7.64,5.04,Clear,clear sky,69,1030,4.12
philadelphia,1.73,-3.33,Clouds,few clouds,31,1020,6.17
phoenix,21.45,20.46,Clouds,scattered clouds,31,1016,3.58
prague,2.7,1.27,Clear,clear sky,74,1033,1.54
quebec_city,-12.3,-19.3,Clouds,overcast clouds,66,1013,9.39
rio_de_janeiro,27.8,30.04,Clouds,few clouds,68,1014,7.2
riyadh,13.92,12.05,Clear,clear sky,26,1023,3.86
rome,12.75,11.73,Clouds,few clouds,63,1022,2.06
san_diego,15.68,15.11,Clouds,broken clouds,69,1021,6.17
san_francisco,12.48,11.64,Clouds,broken clouds,71,1019,16.99
san_jose,11.79,11.01,Clouds,broken clouds,76,1020,7.72
san_juan,30.91,33.07,Clouds,scattered clouds,53,1013,5.14
santiago,25.39,25.21,Clear,clear sky,47,1014,7.72
santo_domingo,28.9,35.9,Clouds,scattered clouds,92,1013,1.34
sao_paulo,31.12,34.6,Clouds,few clouds,58,1013,7.2
sapporo,-4.29,-11.02,Snow,snow,71,1018,6.22
seattle,9.31,6.94,Clouds,broken clouds,86,1013,4.47
sendai,2.66,-0.96,Rain,moderate rain,58,1015,3.91
seoul,0.25,-4.6,Snow,snow,98,1018,5.0
shanghai,10.88,10.01,Clouds,broken clouds,76,1013,9.0
sydney,20.87,21.13,Clouds,overcast clouds,81,1017,8.75
taipei,22.78,22.84,Rain,light rain,66,1011,0.89
tel_aviv,14.12,13.34,Clear,clear sky,67,1020,1.54
tokyo,10.68,10.02,Rain,moderate rain,85,1011,6.69
toronto,-5.37,-8.39,Snow,light snow,63,1023,1.79
vancouver,10.98,10.27,Clouds,overcast clouds,82,1013,3.58
vienna,4.39,1.04,Clear,clear sky,60,1031,4.12
warsaw,2.11,-2.61,Drizzle,light intensity drizzle,96,1027,5.66
washington_dc,2.81,-2.18,Clouds,scattered clouds,33,1022,6.69
winnipeg,0.1,-5.23,Clouds,few clouds,73,1013,5.81
zurich,2.8,2.8,Rain,light rain,80,1030,1.03
