City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
manchester,8.45,5.59,Clouds,broken clouds,78,1022,5.14
manila,32.94,39.94,Clouds,overcast clouds,68,1011,2.35
marseille,12.53,11.67,Clear,clear sky,70,1017,0.51
medellin,18.81,19.31,Clouds,scattered clouds,98,1016,4.92
melbourne,17.39,16.78,Clouds,broken clouds,61,1016,3.09
miami,24.88,25.43,Clouds,few clouds,77,1022,7.72
milano,10.03,9.33,Clear,clear sky,86,1020,0.51
monterrey,26.91,28.95,Clear,clear sky,73,1004,0.72
montreal,6.7,6.09,Clouds,scattered clouds,64,1015,1.34
mumbai,32.0,37.69,Haze,haze,62,1013,2.57
munich,5.45,3.98,Clear,clear sky,87,1021,1.91
nagoya,17.2,16.02,Clear,clear sky,40,1014,0.89
naha,19.95,19.36,Clouds,few clouds,52,1019,5.14
nairobi,17.66,18.09,Rain,light rain,100,1017,2.06
napoli,13.46,12.45,Clouds,few clouds,61,1018,2.06
nashville,16.18,15.99,Clouds,overcast clouds,82,1018,4.12
new_york,20.17,20.25,Clouds,broken clouds,77,1015,4.63
osaka,16.14,14.38,Clouds,scattered clouds,22,1018,6.82
ottawa,3.91,0.31,Clouds,broken clouds,73,1017,4.37
paris,12.96,12.06,Clear,clear sky,67,1017,2.06
philadelphia,20.75,21.13,Clouds,overcast clouds,86,1015,4.12
phoenix,14.18,12.65,Clouds,broken clouds,38,1012,1.34
prague,7.45,6.94,Clear,clear sky,76,1023,1.34
quebec_city,1.77,-1.84,Clouds,few clouds,98,1011,3.6
rio_de_janeiro,25.69,26.77,Clouds,few clouds,94,1012,2.06
riyadh,30.61,28.63,Clouds,overcast clouds,15,1012,9.12
rome,11.27,10.28,Clear,clear sky,70,1019,0.89
san_diego,10.67,9.93,Clear,clear sky,82,1015,2.06
san_francisco,10.78,9.87,Clouds,few clouds,75,1018,4.12
san_jose,10.03,8.99,Clear,clear sky,73,1018,2.57
san_juan,24.21,24.72,Rain,light rain,78,1020,1.79
santiago,19.04,18.02,Clear,clear sky,39,1014,0.51
santo_domingo,20.81,21.27,Clear,clear sky,89,1021,3.89
sao_paulo,22.26,23.02,Clouds,overcast clouds,95,1015,1.54
sapporo,4.59,0.29,Clouds,overcast clouds,68,1014,6.22
seattle,7.03,5.25,Clear,clear sky,78,1025,2.57
sendai,11.69,10.04,Clouds,scattered clouds,43,1015,6.69
seoul,14.77,13.16,Clear,clear sky,33,1019,4.12
shanghai,19.95,18.97,Clear,clear sky,37,1018,6.0
sydney,23.37,23.56,Clouds,broken clouds,69,1013,6.17
taipei,24.09,23.81,Clouds,scattered clouds,48,1015,7.2
tel_aviv,18.12,17.53,Clear,clear sky,59,1014,0.51
tokyo,16.25,14.87,Clouds,scattered clouds,36,1013,4.63
toronto,6.18,4.96,Clouds,overcast clouds,67,1019,1.79
vancouver,7.77,7.3,Clouds,scattered clouds,81,1024,1.34
vienna,8.36,8.36,Clear,clear sky,74,1022,0.51
warsaw,10.03,8.99,Clear,clear sky,73,1020,1.54
washington_dc,22.23,22.7,Clouds,overcast clouds,84,1017,4.12
winnipeg,-0.75,-4.1,Clouds,scattered clouds,86,1023,2.68
zurich,7.7,7.22,Clear,clear sky,82,1022,1.34
