City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
seattle,9.06,5.83,Clouds,overcast clouds,80,1013,6.69
sendai,6.67,5.17,Clear,clear sky,69,1006,2.16
seoul,6.76,4.56,Clear,clear sky,81,1011,3.09
shanghai,13.88,12.47,Clear,clear sky,44,1019,3.0
sydney,20.05,20.25,Clouds,overcast clouds,82,1015,6.69
taipei,15.52,14.64,Clear,clear sky,58,1022,1.34
tel_aviv,12.77,11.98,Clouds,scattered clouds,72,1020,2.06
tokyo,10.67,9.31,Clear,clear sky,58,1009,3.6
toronto,6.14,3.25,Clear,clear sky,48,1011,4.02
vancouver,6.19,4.53,Rain,moderate rain,89,1012,2.24
vienna,12.51,11.04,Clear,clear sky,47,1019,2.06
warsaw,12.44,10.81,Clouds,overcast clouds,41,1023,1.81
washington_dc,11.86,9.96,Clear,clear sky,33,1013,8.75
winnipeg,-11.12,-18.12,Dust,dust,50,1015,8.75
zurich,16.17,15.1,Clouds,few clouds,48,1010,2.06
