City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
manila,30.6,34.48,Clouds,few clouds,62,1015,3.09
marseille,9.75,8.85,Clouds,overcast clouds,95,1005,2.06
medellin,19.35,19.8,Clouds,overcast clouds,94,1014,2.24
melbourne,22.08,21.91,Clouds,few clouds,60,1020,2.57
miami,20.3,20.21,Clouds,broken clouds,70,1021,2.06
milano,9.52,7.14,Clouds,broken clouds,92,1007,4.63
monterrey,25.87,25.9,Clouds,scattered clouds,53,1013,3.51
montreal,-3.9,-10.9,Clouds,broken clouds,69,1010,9.77
mumbai,26.0,26.0,Mist,mist,83,1013,0.0
munich,7.93,7.93,Clouds,overcast clouds,79,1001,0.69
nagoya,21.09,20.17,Clear,clear sky,35,1011,3.71
naha,21.05,20.44,Clouds,few clouds,47,1021,3.09
nairobi,16.66,16.99,Clear,clear sky,100,1014,3.6
napoli,14.02,13.54,Clear,clear sky,79,1012,1.03
nashville,11.64,10.03,Clouds,few clouds,45,1021,1.49
new_york,8.33,3.82,Clouds,broken clouds,59,1012,10.8
osaka,19.08,17.88,Clear,clear sky,32,1012,4.12
ottawa,-5.73,-12.73,Clouds,scattered clouds,58,1014,11.32
paris,7.39,5.32,Clouds,few clouds,95,999,3.09
philadelphia,9.06,5.26,Clouds,scattered clouds,49,1015,8.75
phoenix,26.06,26.06,Clouds,scattered clouds,16,1010,0.89
prague,6.23,2.72,Clear,clear sky,79,1007,5.36
quebec_city,0.62,-4.34,Clouds,broken clouds,78,999,5.36
rio_de_janeiro,25.69,26.25,Clouds,few clouds,74,1017,3.6
riyadh,14.92,14.19,Clear,clear sky,66,1017,7.68
rome,14.77,14.05,Clouds,scattered clouds,67,1011,4.12
san_diego,14.64,14.3,Clouds,broken clouds,82,1014,2.57
san_francisco,12.86,12.32,Clouds,scattered clouds,81,1019,9.83
san_jose,14.87,14.21,Clouds,scattered clouds,69,1019,5.66
san_juan,25.7,26.68,Clouds,scattered clouds,90,1020,6.17
santiago,19.81,19.62,Clear,clear sky,68,1013,3.6
santo_domingo,25.47,26.19,Rain,light rain,81,1019,2.06
sao_paulo,21.23,21.73,Clear,clear sky,89,1016,4.12
sapporo,3.04,-2.08,Clouds,broken clouds,77,1007,7.2
seattle,10.2,9.0,Clouds,broken clouds,66,1019,2.57
sendai,16.64,15.3,Clouds,scattered clouds,36,1007,6.69
seoul,18.76,17.58,Clear,clear sky,34,1012,3.6
shanghai,23.95,23.11,Clear,clear sky,27,1016,3.0
sydney,22.33,22.71,Clouds,broken clouds,80,1020,4.63
taipei,22.19,21.69,Clear,clear sky,47,1019,0.45
tel_aviv,8.26,8.26,Clouds,scattered clouds,86,1025,0.51
tokyo,22.44,21.47,Clear,clear sky,28,1006,6.17
toronto,-3.54,-9.75,Clear,clear sky,57,1020,5.66
vancouver,6.98,4.82,Clouds,overcast clouds,81,1019,3.09
vienna,7.09,3.49,Clear,clear sky,87,1005,6.17
warsaw,6.53,2.41,Clear,clear sky,57,1017,7.2
washington_dc,10.23,8.88,Clouds,scattered clouds,60,1017,6.69
winnipeg,-3.95,-10.27,Clouds,overcast clouds,50,1010,5.66
zurich,10.34,9.47,Clear,clear sky,78,1003,4.12
