City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
san_jose,10.39,9.78,Clouds,scattered clouds,88,1018,6.69
san_juan,23.74,24.44,Clouds,scattered clouds,87,1017,0.0
santiago,17.43,16.59,Clear,clear sky,52,1014,3.09
santo_domingo,25.65,26.46,Rain,light rain,84,1016,0.86
sao_paulo,20.68,21.15,Clouds,few clouds,90,1017,2.06
sapporo,2.84,-3.5,Clouds,overcast clouds,84,1007,10.8
seattle,12.73,12.49,Rain,moderate rain,93,1003,6.17
sendai,14.79,13.94,Clouds,broken clouds,62,1006,5.66
seoul,16.05,15.54,Mist,mist,70,1001,4.12
shanghai,22.21,22.31,Clouds,broken clouds,70,1005,8.0
sydney,26.0,26.0,Clouds,broken clouds,70,1021,5.66
taipei,28.6,28.21,Clouds,overcast clouds,40,1003,1.79
tel_aviv,17.49,16.99,Clear,clear sky,65,1010,0.51
tokyo,20.93,20.31,Clouds,few clouds,47,1007,5.66
toronto,-0.4,-0.4,Clear,clear sky,37,1023,0.89
vancouver,11.89,11.54,Clouds,overcast clouds,92,999,5.81
vienna,6.99,3.76,Clouds,broken clouds,81,1017,5.14
warsaw,6.27,3.65,Clouds,broken clouds,89,1017,3.6
washington_dc,4.67,3.52,Clear,clear sky,50,1023,1.54
winnipeg,2.01,-3.89,Clouds,overcast clouds,71,1022,8.49
zurich,6.69,3.62,Clouds,overcast clouds,92,1018,4.63
