filename,tempo,energy,brightness,key,scale,dissonance,entropy,danceability,chord_strength,bpm
FANTASÍA_ROA,87.2397613525,0.862839818001,1473.07763672,"{'strength': 0.531296849251, 'key': 'Bb', 'scale': 'minor'}",,0.453025013208,7.54163885117,1.12891292572,0.487919390202,87.2397613525
Fast_Car_Luke_Combs,103.648010254,0.954523205757,891.057617188,"{'strength': 0.775438129902, 'key': 'D', 'scale': 'major'}",,0.427744299173,7.21603727341,1.18481719494,0.513015806675,103.648010254
Fata_Morgana_Nina_Chuba,128.1537323,0.666273891926,1319.57299805,"{'strength': 0.698568642139, 'key': 'G', 'scale': 'minor'}",,0.420204013586,7.10100650787,1.01508760452,0.599174499512,128.1537323
Favour_Lawrence_Oyor,108.060935974,0.93694627285,1111.63061523,"{'strength': 0.684498429298, 'key': 'A', 'scale': 'major'}",,0.461884975433,7.55391407013,1.17134344578,0.559464275837,108.060935974
Feel_Good_Charlotte_Cardin,111.01651001,0.970668852329,871.16986084,"{'strength': 0.776624798775, 'key': 'A', 'scale': 'major'}",,0.455801397562,7.38228607178,1.28521597385,0.538390338421,111.01651001
Fell_For_You_Shubh,184.570205688,0.950582742691,1102.04394531,"{'strength': 0.468777179718, 'key': 'F#', 'scale': 'minor'}",,0.405790030956,6.97040319443,1.90546381474,0.407772392035,184.570205688
Fi_Kan_We_Kan_Bnxn,116.235786438,0.974334478378,751.313293457,"{'strength': 0.65186548233, 'key': 'A', 'scale': 'major'}",,0.43937754631,7.28403377533,1.69054698944,0.493419349194,116.235786438
Follow_You_Noizy,89.8351669312,0.969965517521,1043.60070801,"{'strength': 0.700556159019, 'key': 'G', 'scale': 'major'}",,0.441067099571,7.3611869812,1.69058299065,0.522025227547,89.8351669312
Forévà_Tayc,136.485549927,0.953547894955,980.207763672,"{'strength': 0.611183285713, 'key': 'E', 'scale': 'major'}",,0.443061023951,7.35528087616,1.60316216946,0.530282735825,136.485549927
Freestyle_Lil_Baby,126.801017761,0.983919322491,1274.0802002,"{'strength': 0.408444344997, 'key': 'A', 'scale': 'minor'}",,0.445375472307,7.47004508972,1.55133533478,0.455831348896,126.801017761
Fritos_Lays_Raw_Cashh,132.631484985,0.956239879131,841.977478027,"{'strength': 0.673230409622, 'key': 'Eb', 'scale': 'major'}",,0.42608949542,7.06179475784,1.35563325882,0.47942006588,132.631484985
Fujin_VAUNDY,161.620132446,0.986015915871,1814.10205078,"{'strength': 0.829050004482, 'key': 'F', 'scale': 'major'}",,0.470608443022,7.91635799408,1.45498609543,0.526121377945,161.620132446
Funds_(feat._ODUMODUBLVCK_&_Chike)_Davido,125.096801758,0.974506080151,1280.26904297,"{'strength': 0.605698764324, 'key': 'E', 'scale': 'major'}",,0.460034996271,7.6103887558,1.49541068077,0.456541419029,125.096801758
Funk_Da_Montanha_(Slowed)_chipbagov,106.089569092,0.978944063187,994.282409668,"{'strength': 0.510070323944, 'key': 'D', 'scale': 'minor'}",,0.452805131674,7.11709213257,1.01508772373,0.548761069775,106.089569092
fuorilegge_Rose_Villain,88.8540344238,0.930162906647,1478.9666748,"{'strength': 0.856287240982, 'key': 'G', 'scale': 'major'}",,0.453600168228,7.55428552628,1.37430608273,0.584103345871,88.8540344238
FXCK_UP_THE_WORLD_(feat._Future)_LISA,115.075263977,0.985088407993,1774.02441406,"{'strength': 0.772558033466, 'key': 'A', 'scale': 'minor'}",,0.47161462903,7.90314722061,1.61481451988,0.557475924492,115.075263977
FXCK_UP_THE_WORLD_(Vixi_Solo_Version)_LISA,115.075263977,0.985088407993,1773.81494141,"{'strength': 0.772558033466, 'key': 'A', 'scale': 'minor'}",,0.471612423658,7.90314435959,1.61481451988,0.557475924492,115.075263977
