City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
osaka,6.52,1.79,Clouds,overcast clouds,60,1002,9.28
ottawa,13.81,13.54,Rain,light intensity shower rain,88,1000,7.72
paris,10.17,8.6,Clear,clear sky,52,1020,4.63
philadelphia,20.56,20.55,Clouds,overcast clouds,72,1012,9.26
phoenix,18.44,17.31,Clouds,broken clouds,37,1021,2.57
prague,5.24,2.39,Clear,clear sky,46,1018,3.6
quebec_city,2.76,-1.17,Clouds,overcast clouds,85,1009,4.47
rio_de_janeiro,27.8,31.32,Clouds,broken clouds,78,1016,6.17
riyadh,21.92,21.16,Clouds,broken clouds,38,1018,3.18
rome,11.84,10.86,Clouds,scattered clouds,68,1017,3.13
san_diego,17.04,16.31,Clouds,scattered clouds,58,1021,1.54
san_francisco,13.26,12.63,Clouds,broken clouds,76,1019,7.72
san_jose,14.19,13.34,Clouds,broken clouds,64,1020,6.17
san_juan,28.63,30.15,Clouds,scattered clouds,58,1016,4.12
santiago,27.05,27.17,Clear,clear sky,45,1016,4.63
santo_domingo,29.39,32.42,Clear,clear sky,64,1015,1.34
sao_paulo,22.11,22.6,Clouds,overcast clouds,85,1018,5.66
sapporo,-0.41,-3.38,Snow,snow,97,1004,2.38
seattle,5.43,2.38,Clouds,overcast clouds,91,1005,4.02
sendai,3.95,0.88,Rain,moderate rain,92,992,3.51
seoul,0.76,-5.02,Clear,clear sky,44,1016,7.2
shanghai,3.88,2.06,Clear,clear sky,60,1027,2.0
sydney,18.57,18.39,Clouds,broken clouds,73,1014,13.89
taipei,14.4,13.44,Clouds,overcast clouds,59,1024,3.58
tel_aviv,22.98,22.77,Clear,clear sky,55,1016,0.51
tokyo,7.87,7.87,Clouds,broken clouds,93,992,1.03
toronto,14.79,14.7,Clouds,overcast clouds,91,996,1.34
vancouver,6.98,4.28,Clouds,broken clouds,83,1002,4.02
vienna,4.67,1.38,Clear,clear sky,78,1016,4.12
warsaw,5.42,2.04,Clear,clear sky,55,1014,4.63
washington_dc,20.4,20.56,Clouds,overcast clouds,79,1007,12.86
winnipeg,-6.46,-9.2,Clouds,broken clouds,58,1015,1.54
zurich,3.52,1.39,Clouds,broken clouds,93,1020,2.24
