City,Temperature (°C),Feels Like (°C),Weather,Description,Humidity (%),Pressure (hPa),Wind Speed (m/s)
kingston,29.9,33.88,Clouds,scattered clouds,66,1013,2.06
kuala_lumpur,26.36,26.36,Clouds,few clouds,93,1009,1.03
kyiv,10.75,9.26,Clouds,overcast clouds,53,1017,1.34
kyoto,6.7,3.75,Clouds,overcast clouds,85,1016,4.39
lagos,30.12,36.36,Clouds,scattered clouds,74,1007,3.6
lima,24.21,24.49,Clear,clear sky,69,1011,5.14
liverpool,12.02,10.32,Clear,clear sky,40,1016,6.71
london,12.96,11.77,Clear,clear sky,56,1020,3.6
los_angeles,12.83,12.41,Clouds,overcast clouds,86,1015,2.06
lyon,15.63,14.42,Clear,clear sky,45,1023,2.06
madrid,12.27,11.59,Clouds,broken clouds,78,1015,3.6
manchester,11.26,9.75,Clouds,scattered clouds,50,1017,2.57
manila,27.75,31.35,Clouds,few clouds,79,1010,2.06
marseille,14.75,13.93,Clear,clear sky,63,1024,4.63
medellin,20.66,20.95,Clouds,overcast clouds,83,1012,4.47
melbourne,18.51,18.66,Drizzle,light intensity drizzle,86,1022,5.66
miami,27.72,30.62,Clouds,broken clouds,74,1013,6.69
milano,15.02,13.83,Clear,clear sky,48,1027,1.54
monterrey,23.38,22.03,Clouds,few clouds,10,1019,2.87
montreal,3.21,-0.97,Clouds,overcast clouds,88,1003,5.14
mumbai,28.0,27.8,Smoke,smoke,42,1012,0.0
munich,8.64,8.0,Clear,clear sky,71,1025,1.59
nagoya,8.31,8.31,Clouds,broken clouds,70,1013,0.89
naha,18.91,19.02,Clouds,overcast clouds,83,1016,6.69
nairobi,21.59,21.06,Clouds,broken clouds,48,1013,6.3
napoli,12.97,12.12,Clear,clear sky,69,1026,0.89
nashville,6.38,1.61,Clouds,overcast clouds,65,1000,9.26
new_york,11.91,11.06,Clouds,scattered clouds,73,1007,9.77
osaka,7.1,6.29,Clouds,overcast clouds,66,1017,1.54
ottawa,2.82,-1.72,Mist,mist,89,1000,5.66
paris,16.47,15.22,Clear,clear sky,40,1022,2.06
philadelphia,15.9,15.43,Clouds,overcast clouds,72,1004,10.29
phoenix,18.39,17.02,Clouds,broken clouds,28,1015,3.6
prague,10.14,8.59,Clear,clear sky,53,1025,3.09
quebec_city,0.77,-5.66,Mist,mist,97,1008,8.94
rio_de_janeiro,32.81,34.37,Clouds,few clouds,44,1015,6.69
riyadh,22.92,21.92,Clouds,overcast clouds,25,1013,2.96
rome,13.35,12.46,Clear,clear sky,66,1027,2.06
san_diego,14.24,13.76,Clouds,broken clouds,78,1015,2.06
san_francisco,11.75,11.15,Clouds,overcast clouds,83,1016,6.17
san_jose,11.19,10.71,Clouds,overcast clouds,90,1015,1.54
san_juan,28.49,31.65,Rain,moderate rain,70,1013,5.66
santiago,28.31,27.67,Clear,clear sky,36,1009,4.12
santo_domingo,31.12,38.12,Clouds,scattered clouds,80,1012,4.12
sao_paulo,29.86,29.76,Clouds,scattered clouds,42,1015,4.63
sapporo,-2.06,-2.06,Snow,snow,98,1019,1.02
seattle,7.64,6.39,Clear,clear sky,81,1019,2.06
sendai,3.39,1.57,Rain,light rain,97,1010,1.93
seoul,-1.24,-1.24,Clear,clear sky,93,1025,1.03
shanghai,5.88,1.64,Clouds,broken clouds,75,1028,7.0
sydney,19.68,19.87,Clear,clear sky,83,1018,3.89
taipei,17.12,17.16,Drizzle,light intensity drizzle,87,1019,5.66
tel_aviv,17.12,16.22,Clouds,broken clouds,51,1016,3.09
tokyo,8.09,7.43,Clouds,broken clouds,89,1009,1.54
toronto,5.92,1.3,Rain,light rain,92,992,8.23
vancouver,7.2,5.72,Clouds,scattered clouds,87,1020,2.24
vienna,11.02,9.67,Clear,clear sky,57,1026,2.57
warsaw,11.6,9.65,Clear,clear sky,32,1022,4.63
washington_dc,15.23,15.0,Rain,moderate rain,84,998,6.69
winnipeg,-6.57,-10.2,Clouds,broken clouds,70,1016,2.06
zurich,11.55,10.17,Clear,clear sky,54,1024,0.45
